strain_name,species,flavour1,flavour2,flavour3,prop1,val1,prop2,val2,prop3,val3,prop4,val4,prop5,val5,prop6,val6,prop7,val7,prop8,val8,prop9,val9,prop10,val10,prop11,val11,prop12,val12,prop13,val13,prop14,val14,prop15,val15
Hempstar,sativa,Pepper,Citrus,Earthy,Uplifted,100,Creative,76.96089909,Happy,62.506829,Giggly,56.41926169,Focused,49.62928276,Stress,100,Depression,80.70494186,Headaches,58.26671512,Nausea,51.45348837,Lack of Appetite,46.72965116,Anxious,100,Dry Mouth,85.11513158,Dry Eyes,15.625,Paranoid,6.578947368,Headache,4.934210526
Chem Crush,hybrid,Sweet,Earthy,Pungent,Energetic,100,Happy,100,Talkative,78.125,Creative,59.375,Uplifted,53.125,Depression,100,Fatigue,86.66666667,Stress,86.66666667,Lack of Appetite,13.33333333,Pain,13.33333333,Dry Mouth,100,,,,,,,,
Megalodon,sativa,Lemon,Skunk,Earthy,Happy,100,Uplifted,71.71512283,Energetic,61.77597476,Giggly,54.94703629,Aroused,50.21410863,Fatigue,100,Headaches,96.03682946,Pain,96.03682946,Depression,62.36989592,Stress,38.19055244,Dry Mouth,100,Dry Eyes,64.375,Headache,64.375,Dizzy,35.625,Paranoid,35.625
Dynamite,indica,Grapefruit,Citrus,Spicy/Herbal,Happy,100,Euphoric,95.19290283,Uplifted,77.73880751,Relaxed,56.73612544,Tingly,51.68145244,Lack of Appetite,100,Stress,96.77419355,Eye Pressure,89.05675786,Depression,83.25847285,Insomnia,82.68681094,Dry Mouth,100,Dry Eyes,53.67378843,Headache,8.077123502,Paranoid,0.911933299,Anxious,0.547159979
Cherry AK-47,hybrid,Berry,Sweet,Spicy/Herbal,Happy,100,Euphoric,73.89106138,Uplifted,73.60092843,Relaxed,63.17329768,Focused,50.54872972,Depression,100,Stress,95.71849371,Headaches,76.82022074,Insomnia,73.0276104,Pain,72.76482883,Dry Mouth,100,Anxious,74.42637689,Dry Eyes,58.03267795,Dizzy,37.77508502,Headache,35.86952273
Enemy of the State,indica,Spicy/Herbal,Sweet,Flowery,Relaxed,100,Euphoric,62.58992806,Creative,54.67625899,Happy,52.87769784,Sleepy,33.45323741,Headaches,100,Pain,62.59541985,Cramps,54.19847328,Stress,54.19847328,Lack of Appetite,37.40458015,Dry Mouth,100,Anxious,100,Paranoid,61.2244898,Headache,38.7755102,Dizzy,11.2244898
Bediol,sativa,Citrus,Lemon,Mango,Focused,100,Uplifted,94.82758621,Creative,93.10344828,Energetic,91.37931034,Euphoric,82.75862069,Pain,100,Stress,100,Headaches,83.33333333,Inflammation,83.33333333,Nausea,83.33333333,Dry Eyes,100,Anxious,16.66666667,,,,,,
Early Girl,indica,Sweet,Citrus,Pungent,Relaxed,100,Euphoric,85.71428571,Happy,77.14285714,Giggly,65.71428571,Hungry,62.85714286,Pain,100,Stress,92.85714286,Depression,50,Insomnia,42.85714286,Lack of Appetite,28.57142857,Dry Mouth,100,Dry Eyes,70,Paranoid,35,Dizzy,20,Anxious,10
Crown Royale,indica,Flowery,Earthy,Sweet,Hungry,100,Focused,94.12861137,Relaxed,91.51910531,Happy,82.29263747,Uplifted,70.82945014,Pain,100,Lack of Appetite,87.49016522,Stress,87.25413061,Nausea,85.36585366,Depression,78.52084972,Dry Mouth,100,Dry Eyes,9.425785482,,,,,,
White Gorilla,hybrid,Flowery,Earthy,Citrus,Euphoric,100,Happy,100,Uplifted,93.89275074,Creative,82.67130089,Energetic,82.67130089,Stress,100,Insomnia,80.23952096,Depression,39.52095808,Pain,39.52095808,Muscle Spasms,32.93413174,Dry Eyes,100,Dry Mouth,91.83183183,Dizzy,6.066066066,Paranoid,1.981981982,Headache,1.321321321
Jack's Cleaner,sativa,Lemon,Lime,Earthy,Energetic,100,Happy,80.15988372,Focused,62.75436047,Euphoric,53.70639535,Uplifted,52.83430233,Muscle Spasms,100,Stress,82.10526316,Depression,72.98245614,Fatigue,57.01754386,Insomnia,53.50877193,Dry Eyes,100,Dry Mouth,41.91176471,Paranoid,4.901960784,Anxious,3.921568627,Dizzy,1.960784314
THC Bomb,hybrid,Sweet,Citrus,Earthy,Relaxed,100,Happy,70.73645967,Euphoric,65.45462176,Uplifted,50.05095984,Creative,45.99815346,Stress,100,Depression,90.95478431,Pain,67.81938646,Fatigue,41.43352649,Headaches,34.20566183,Dry Mouth,100,Dry Eyes,51.37440983,Paranoid,27.55682827,Anxious,24.37373534,Dizzy,14.70257606
Jah Kush,hybrid,Earthy,Woody,Citrus,Euphoric,100,Happy,81.42076503,Giggly,60.92896175,Uplifted,54.64480874,Relaxed,48.08743169,Stress,100,Depression,88.81987578,Pain,83.22981366,Headaches,73.91304348,Insomnia,72.04968944,Dry Mouth,100,Dry Eyes,21.71052632,Paranoid,5.921052632,Dizzy,3.947368421,Headache,3.947368421
Drizella,sativa,Sweet,Earthy,Pungent,Creative,100,Focused,100,Sleepy,97.77777778,Uplifted,11.11111111,Energetic,8.888888889,Fatigue,100,Stress,100,Depression,75,Cramps,25,Headaches,25,Dry Mouth,100,Headache,100,Dizzy,97.77777778,Dry Eyes,97.77777778,,
Blue Blood,indica,Blueberry,Sweet,Pine,Relaxed,100,Sleepy,50,Happy,42.10526316,Talkative,36.84210526,Hungry,34.21052632,Stress,100,Pain,85.71428571,Inflammation,71.42857143,Depression,57.14285714,Muscle Spasms,57.14285714,Dry Mouth,100,Dizzy,33.33333333,Dry Eyes,33.33333333,,,,
Kaboom,sativa,Lemon,Pine,Citrus,Uplifted,100,Energetic,99.30232558,Happy,97.90697674,Euphoric,95.81395349,Creative,94.41860465,Stress,100,Pain,79.16666667,Depression,54.16666667,Nausea,41.66666667,Fatigue,33.33333333,Headache,100,Dry Mouth,26.94610778,Dry Eyes,17.96407186,Paranoid,8.982035928,Dizzy,5.389221557
Maui,sativa,Citrus,Tropical,Earthy,Uplifted,100,Relaxed,96.16350446,Talkative,86.76990327,Sleepy,68.23846726,Happy,62.8813244,Stress,100,Depression,97.55745531,Pain,47.44643055,Fatigue,13.6560453,Nausea,12.43477295,Dry Mouth,100,Dizzy,38.32545104,Dry Eyes,35.26011561,Headache,31.64739884,Paranoid,7.882291119
Qush,indica,Sweet,Grapefruit,Diesel,Relaxed,100,Uplifted,92.85714286,Happy,92.85714286,Energetic,87.5,Sleepy,8.928571429,Stress,100,Pain,83.33333333,Depression,66.66666667,Insomnia,66.66666667,Lack of Appetite,50,Dizzy,100,Dry Eyes,100,Dry Mouth,100,,,,
Dorit,indica,Ammonia,Spicy/Herbal,Pepper,Relaxed,100,Euphoric,89.47368421,Uplifted,78.94736842,Tingly,10.52631579,Sleepy,5.263157895,Inflammation,100,Pain,50,Stress,50,Dry Eyes,100,,,,,,,,,,,,
Big Smooth,hybrid,Blueberry,Sweet,Berry,Relaxed,100,Happy,95.94543388,Euphoric,65.85827965,Giggly,55.55134521,Sleepy,43.42553998,Stress,100,Insomnia,59.4153637,Depression,53.97688647,Nausea,48.19850442,Fatigue,35.14615908,Dry Mouth,100,Dry Eyes,65.52598226,Anxious,34.47401774,Dizzy,20.27883397,,
Clementine’s Terpentine,hybrid,Pine,Sweet,Citrus,Uplifted,100,Creative,100,Focused,100,Aroused,50,Happy,50,Stress,100,Depression,50,Fatigue,50,Pain,50,Spasticity,50,Dry Eyes,100,,,,,,,,
Blue God,indica,Berry,Blueberry,Flowery,Relaxed,100,Happy,55.94787125,Sleepy,53.47663974,Euphoric,51.88930979,Hungry,36.00171539,Stress,100,Insomnia,71.79621921,Depression,62.73560771,Pain,56.5029801,Lack of Appetite,29.24647021,Dry Eyes,100,Dry Mouth,97.81955572,Headache,22.66478514,Dizzy,12.42716679,Paranoid,2.485433358
Area 51,hybrid,Earthy,Flowery,Pungent,Relaxed,100,Happy,82.66331658,Uplifted,76.88442211,Euphoric,75.37688442,Focused,51.50753769,Stress,100,Depression,90.99099099,Headaches,66.21621622,Pain,53.15315315,Lack of Appetite,35.13513514,Dry Mouth,100,Dizzy,60,Dry Eyes,2.307692308,Headache,2.307692308,,
Black Afghan,indica,Pine,Pepper,Spicy/Herbal,Relaxed,100,Hungry,72,Happy,67.4,Sleepy,46.4,Euphoric,35.4,Pain,100,Insomnia,80.62827225,Lack of Appetite,68.58638743,Depression,67.53926702,Stress,59.16230366,Dry Mouth,100,Dry Eyes,45.88235294,Paranoid,27.05882353,Dizzy,16.47058824,,
Sour Haze,sativa,Citrus,Earthy,Diesel,Happy,100,Talkative,83.97976391,Euphoric,81.78752108,Uplifted,62.22596965,Relaxed,56.3237774,Stress,100,Inflammation,93.31306991,Muscle Spasms,93.31306991,Pain,78.72340426,Lack of Appetite,74.16413374,Dry Mouth,100,Dry Eyes,22.63736264,Paranoid,7.692307692,Dizzy,6.593406593,Anxious,5.494505495
Cherry Limeade,hybrid,Lime,Citrus,Berry,Hungry,100,Relaxed,78.75457875,Euphoric,53.66300366,Focused,44.68864469,Happy,41.75824176,Depression,100,Stress,69.09090909,Nausea,60.60606061,Pain,60.60606061,Headaches,52.12121212,Dry Mouth,100,Dry Eyes,12.92962357,Headache,1.145662848,,,,
Khufu,indica,Sweet,Pungent,Earthy,Relaxed,100,Talkative,71.65354331,Euphoric,53.54330709,Happy,51.18110236,Focused,48.81889764,Headaches,100,Insomnia,35.59322034,Pain,30.50847458,Stress,25.42372881,Depression,20.33898305,Dry Eyes,100,Dry Mouth,66.66666667,,,,,,
Super Lemon OG,hybrid,Lemon,Diesel,Citrus,Euphoric,100,Happy,86.72922252,Uplifted,78.1948168,Relaxed,64.61126005,Creative,50.26809651,Pain,100,Headaches,92.38975818,Muscle Spasms,87.76671408,Depression,79.51635846,Stress,66.28733997,Dry Mouth,100,Dry Eyes,61.19266055,Dizzy,9.816513761,Anxious,7.889908257,Headache,7.247706422
Pie Face OG,hybrid,Sweet,Berry,Citrus,Relaxed,100,Happy,96.38429752,Euphoric,92.97520661,Sleepy,85.02066116,Giggly,82.33471074,Stress,100,Headaches,89.15492958,Insomnia,89.15492958,Pain,88.45070423,Lack of Appetite,83.52112676,Dizzy,100,Dry Mouth,28.67132867,Dry Eyes,4.895104895,Headache,1.223776224,Paranoid,1.223776224
Peyote Cookies,indica,Earthy,Grape,Citrus,Relaxed,100,Happy,60.76923077,Creative,56.15384615,Focused,45.76923077,Euphoric,42.30769231,Stress,100,Pain,88.57142857,Insomnia,84.28571429,Fatigue,64.28571429,Depression,62.85714286,Dry Mouth,100,Dizzy,95.69892473,Dry Eyes,63.44086022,Headache,32.25806452,Paranoid,6.451612903
Lions Gate,indica,Menthol,Sage,Citrus,Happy,100,Uplifted,83.33333333,Energetic,83.33333333,Focused,83.33333333,Creative,50,Stress,100,Fatigue,40,Insomnia,40,Nausea,40,Headaches,20,Dizzy,100,Dry Mouth,100,Headache,50,Dry Eyes,25,Paranoid,25
Sweet and Sour Widow,indica,Earthy,Pungent,Pepper,Relaxed,100,Uplifted,62.51851852,Euphoric,33.33333333,Focused,31.77777778,Tingly,25.40740741,Stress,100,Depression,89.10034602,Pain,47.92387543,Insomnia,24.56747405,Fatigue,20.93425606,Dry Mouth,100,Dry Eyes,33.39805825,Dizzy,4.077669903,Headache,1.359223301,Paranoid,1.359223301
Purple Dream,hybrid,Grape,Earthy,Blueberry,Euphoric,100,Relaxed,99.0786292,Happy,82.66766725,Uplifted,72.03646572,Giggly,58.5869535,Stress,100,Depression,93.62233521,Insomnia,65.42978622,Headaches,55.3503999,Pain,48.05250795,Dizzy,100,Dry Mouth,54.64959173,Dry Eyes,25.71227163,Paranoid,5.110732538,Headache,3.066439523
Kurple Fantasy,hybrid,Grape,Berry,Sweet,Relaxed,100,Euphoric,98.8372093,Sleepy,86.04651163,Happy,54.65116279,Uplifted,51.1627907,Stress,100,Pain,93.82716049,Insomnia,90.12345679,Depression,50.61728395,Nausea,41.97530864,Dry Mouth,100,Dry Eyes,21.42857143,Dizzy,7.142857143,Anxious,2.380952381,,
Afghani Bullrider,indica,Earthy,Pine,Spicy/Herbal,Happy,100,Relaxed,99.74587039,Euphoric,97.71283355,Focused,94.40914867,Creative,80.30495553,Stress,100,Pain,98.73015873,Insomnia,8.253968254,Depression,6.031746032,Nausea,5.396825397,Dry Mouth,100,Dry Eyes,83.91959799,Paranoid,12.06030151,Dizzy,7.035175879,Headache,4.020100503
Warlock,hybrid,Pine,Earthy,Sweet,Relaxed,100,Happy,90.16759777,Focused,82.23463687,Uplifted,80.78212291,Euphoric,15.41899441,Stress,100,Pain,95.11904762,Depression,88.0952381,Inflammation,86.19047619,Insomnia,85.71428571,Dry Eyes,100,Dry Mouth,16.44640235,Dizzy,1.762114537,Paranoid,1.468428781,Headache,1.174743025
Ace of Spades,indica,Earthy,Woody,Pine,Relaxed,100,Euphoric,75.42638738,Sleepy,67.89934491,Happy,65.92270139,Uplifted,32.26308837,Stress,100,Insomnia,99.69031638,Depression,71.0275176,Pain,55.07228058,Lack of Appetite,50.44640788,Dry Mouth,100,Dry Eyes,58.9267864,Dizzy,12.68083704,Anxious,5.804910199,Headache,3.884220355
OG Ringo,hybrid,Pine,Earthy,Sweet,Relaxed,100,Euphoric,98.07692308,Energetic,92.94871795,Creative,65.38461538,Focused,65.38461538,Stress,100,Pain,99.35064935,Depression,66.23376623,Inflammation,34.41558442,Lack of Appetite,3.896103896,Dry Mouth,100,Dizzy,2,Dry Eyes,2,Headache,2,,
Mt. Hood Magic,hybrid,Earthy,Sweet,Berry,Happy,100,Euphoric,95.4236917,Relaxed,88.2855266,Tingly,73.15524414,Uplifted,67.46952777,Stress,100,Depression,98.65145228,Pain,66.21715076,Nausea,62.32710927,Insomnia,57.08852006,Dry Mouth,100,Dry Eyes,11.53029946,Dizzy,4.597972176,Paranoid,0.919594435,,
Longbottom Leaf,hybrid,Pepper,Sweet,Spicy/Herbal,Euphoric,100,Happy,66.66666667,Uplifted,55.55555556,Energetic,55.55555556,Relaxed,55.55555556,Depression,100,Fatigue,100,Insomnia,100,Lack of Appetite,100,Nausea,100,Dry Mouth,100,Dry Eyes,25,Paranoid,25,,,,
Air Jordan OG,indica,Pine,Earthy,Woody,Relaxed,100,Creative,72.58064516,Aroused,68.5483871,Happy,35.48387097,Euphoric,31.4516129,Stress,100,Depression,95.61403509,Pain,95.61403509,Insomnia,29.8245614,Muscle Spasms,18.42105263,Dry Mouth,100,Dizzy,70.58823529,Headache,61.76470588,Dry Eyes,29.41176471,,
Permafrost,hybrid,Earthy,Pine,Woody,Happy,100,Relaxed,98.72971066,Focused,96.40084686,Creative,79.25194072,Hungry,74.94707128,Stress,100,Lack of Appetite,80.37300178,Pain,13.32149201,Depression,12.61101243,Fatigue,8.170515098,Dry Mouth,100,Dry Eyes,11.95971465,Dizzy,6.88208141,Headache,6.294586655,Paranoid,3.902643726
